time,strike_price,stock_price,volatility,interest_rate,type_o1,price_o1,delta_o1,gamma_o1,theta_o1,type_o2,price_o2,delta_o2,gamma_o2,theta_o12
1.76420482,291.050279,213.7454517,0.04273726,0.01442851,call,0.00000078,0.00000035,0.00000015,-0.00000726,put,69.98968652,-0.99999965,0.00000015,4.09386753
0.64809754,315.4429729,326.782389,0.54740877,0.09389325,call,70.62607218,0.66951255,0.00251625,-54.17019351,put,40.66369409,-0.33048745,0.00251625,-26.3007985
0.78618666,250.2451084,2.78011241,0.38376987,0.03123015,call,0,0,0,0,put,241.3956113,-1,0,7.62564403
1.78955838,363.2957548,3.32064404,0.65607906,0.00207086,call,0.00000022,0.00000046,0.00000081,-0.00000193,put,358.6312537,-0.99999954,0.00000081,0.749551
1.57940343,53.43927802,37.57809885,0.59177491,0.00605699,call,6.73790871,0.46463895,0.01421876,-3.58066595,put,22.09030255,-0.53536105,0.01421876,-3.26006669
0.67810789,423.3694761,280.8635736,0.05978436,0.07504717,call,0,0,0,0,put,121.4996364,-1,0,30.19621853
0.22839973,92.54785639,43.43113703,0.96674242,0.05308811,call,0.64608831,0.08375692,0.00766961,-6.91913424,put,48.64741206,-0.91624308,0.00766961,-2.06515741
1.75866945,406.3964879,448.2620819,0.57350126,0.00053263,call,148.6849485,0.69512286,0.00102725,-34.0321266,put,106.438853,-0.30487714,0.00102725,-33.81587034
1.82880427,287.510314,487.8024606,0.13237286,0.07654944,call,237.8528805,0.99993451,0.00000304,-19.13739968,put,0.00139108,-0.00006549,0.00000304,-0.00379168
0.00550821,317.2214039,146.0145774,0.92529958,0.05777649,call,0,0,0,0,put,171.1058885,-1,0,18.32210672
1.94066531,94.26599649,111.6306439,0.10970549,0.05703994,call,27.43819043,0.97174199,0.00379495,-4.90697905,put,0.19553806,-0.02825801,0.00379495,-0.09349341
0.29354593,432.3092794,90.31184394,0.81122338,0.05792996,call,0.00447211,0.00047623,0.00004279,-0.11707806,put,334.7125966,-0.99952377,0.00004279,24.50431265
1.10814673,131.1868004,238.7998277,0.68893368,0.0500078,call,126.6779482,0.89705993,0.00103497,-18.38391836,put,11.99283873,-0.10294007,0.00103497,-12.17721438
0.36659769,498.3801256,282.6594483,0.54460465,0.05080412,call,2.42555905,0.06699793,0.00139267,-17.33973333,put,208.9499735,-0.93300207,0.00139267,7.51282387
0.68495493,16.23926361,416.3284703,0.43483866,0.06665397,call,400.8139399,1,0,-1.03410499,put,0,0,0,0
1.54423602,21.23862928,416.3754649,0.47277454,0.05471394,call,396.8575963,0.99999998,0,-1.06790738,put,0.00000086,-0.00000002,0,-0.00000793
1.52441672,355.1213827,189.694394,0.16388235,0.02427024,call,0.02628779,0.00243944,0.00019776,-0.10615252,put,152.5545914,-0.99756056,0.00019776,8.19967605
1.69314132,424.2293888,245.0499187,0.41702929,0.07119303,call,19.74899938,0.30225862,0.00262359,-17.5667636,put,150.7537229,-0.69774138,0.00262359,9.20570615
0.44939564,202.529991,482.3903802,0.99947662,0.04419768,call,292.4523797,0.95153667,0.00031124,-43.53666335,put,8.60897736,-0.04846333,0.00031124,-34.76134832
0.50304601,334.6908212,101.486472,0.41003925,0.03302375,call,0.00030562,0.000048,0.00000672,-0.00596533,put,227.6905441,-0.999952,0.00000672,10.86468255
1.12784798,53.97951159,446.6462408,0.53342264,0.00695452,call,393.0902874,0.99997178,0.00000047,-0.38582062,put,0.00181843,-0.00002822,0.00000047,-0.01335203
1.13475659,14.87788783,399.7737221,0.13513157,0.06178238,call,385.903169,1,0,-0.85695577,put,0,0,0,0
0.14643918,109.9991152,33.78991836,0.2604273,0.07794488,call,0,0,0,0,put,74.96078502,-1,0,8.47656046
0.32553327,325.7345991,281.5742198,0.12361471,0.08340418,call,0.40370076,0.04994306,0.00518864,-4.28225391,put,35.83909467,-0.95005694,0.00518864,22.15767347
0.22222531,217.0524973,123.3495557,0.42166534,0.01401913,call,0.0224402,0.00318682,0.000394,-0.53813744,put,93.05022747,-0.99681318,0.000394,2.49528471
0.6857783,25.57798205,496.1066108,0.46404422,0.0873761,call,472.0162626,1,0,-2.10492074,put,0,0,0,0
1.71940088,322.5229962,173.463597,0.73934618,0.06813058,call,39.10663575,0.48637258,0.00237089,-22.58186481,put,152.5134706,-0.51362742,0.00237089,-3.03721532
1.50292079,50.63428878,134.479905,0.33561158,0.02407516,call,85.71877865,0.99618175,0.00020538,-1.37074428,put,0.07380852,-0.00381825,0.00020538,-0.19503555
1.70783863,316.0998739,450.1796669,0.82364366,0.01615457,call,235.0990613,0.81388887,0.00055292,-40.12968783,put,92.41746552,-0.18611113,0.00055292,-35.16218742
0.1184904,203.7900853,474.0579426,0.80294009,0.08508025,call,272.3353732,0.9993792,0.00001657,-18.3377186,put,0.02338964,-0.0006208,0.00001657,-1.17312174
0.7947549,20.56111494,367.7279923,0.31612553,0.0252458,call,347.575309,1,0,-0.50877056,put,0,0,0,0
1.25216953,400.1318201,332.9772224,0.35215651,0.02657722,call,33.190537,0.42671859,0.00298894,-23.44306163,put,87.24821069,-0.57328141,0.00298894,-13.15675057
1.53169598,218.5797084,435.8288184,0.09050127,0.01814577,call,223.2406218,1,0,-3.85757627,put,0,0,0,0
0.30943931,38.08588355,426.5759633,0.00884897,0.07141345,call,389.3224754,1,0,-2.66039997,put,0,0,0,0
0.52816219,444.9969145,449.4529528,0.29820992,0.03882355,call,45.32117697,0.59830056,0.00397065,-44.34563574,put,31.83333413,-0.40169944,0.00397065,-27.41992253
0.82476055,492.8041724,268.5913484,0.3340431,0.02916854,call,1.13017031,0.03839342,0.00102289,-4.38487239,put,213.6290417,-0.96160658,0.00102289,9.64782595
1.51868726,487.9309179,35.01460563,0.05859584,0.02752999,call,0,0,0,0,put,432.9367721,-1,0,12.88269441
0.83772719,68.65072765,165.0255504,0.68334239,0.02378869,call,99.89333065,0.95967228,0.00084045,-6.73504558,put,2.16394832,-0.04032772,0.00084045,-5.13415777
0.41529514,198.2494698,405.6654723,0.00463584,0.08037716,call,213.924388,1,0,-15.41160366,put,0,0,0,0
0.99597377,370.2705793,229.1132814,0.04460484,0.04485544,call,0,0,0,0,put,124.9795782,-1,0,15.88299039
1.84676345,44.2200576,156.1813869,0.50762718,0.01872768,call,114.0922308,0.9869334,0.00031208,-1.7308179,put,0.62766973,-0.0130666,0.00031208,-0.93083106
1.62444355,467.8546465,295.9157175,0.43924768,0.03003849,call,26.9365248,0.32593578,0.0021751,-20.46212932,put,176.5941368,-0.67406422,0.0021751,-7.07777977
1.07447937,276.9560061,226.6056086,0.17043414,0.0070795,call,3.06167211,0.15760555,0.00601789,-4.71932892,put,51.31331998,-0.84239445,0.00601789,-2.77347728
1.19703046,378.3725992,488.8541873,0.6458688,0.07462237,call,199.4854059,0.80018114,0.00081,-54.67825468,put,56.67114869,-0.19981886,0.00081,-28.85593521
0.20167255,437.8027309,378.7612132,0.57211176,0.09972512,call,20.86525589,0.36051107,0.00384637,-101.8417697,put,71.18971609,-0.63948893,0.00384637,-59.05114937
0.62970613,438.8266962,325.2994324,0.95282987,0.07382747,call,68.57835828,0.51739639,0.00162043,-85.20172806,put,162.1716905,-0.48260361,0.00162043,-54.27593534
1.53277586,429.3837622,80.04804256,0.12799536,0.02201632,call,0,0,0,0,put,335.087465,-1,0,9.13975477
1.33063979,409.8684425,189.7439734,0.31789092,0.06109552,call,1.13257864,0.04501753,0.00136272,-2.93163333,put,189.2547854,-0.95498247,0.00136272,20.15429572
1.3032659,199.9270938,90.12989627,0.7182556,0.02971231,call,9.84274537,0.30347936,0.00472914,-10.42967951,put,112.0461347,-0.69652064,0.00472914,-4.71501346
0.33750506,107.3612823,192.6862229,0.17773521,0.04213779,call,86.84099641,1,0,-4.46008436,put,0.00000001,0,0,-0.00000041
1.40956597,49.1380433,385.4056698,0.57063412,0.04610441,call,339.3795249,0.99974436,0.00000365,-2.20571155,put,0.02010559,-0.00025564,0.00000365,-0.08277617
0.95335324,170.4354023,155.6909999,0.56949061,0.07496923,call,32.95009156,0.59632084,0.00447324,-22.07301779,put,35.93823543,-0.40367916,0.00447324,-10.1769653
1.53504876,154.6345479,444.8540796,0.30657273,0.03977615,call,299.4232161,0.99913366,0.00001746,-5.93177032,put,0.04442679,-0.00086634,0.00001746,-0.14532315
0.29694566,326.8786631,28.04334479,0.02602096,0.00653204,call,0,0,0,0,put,298.2018988,-1,0,2.13104808
0.48743772,444.6083176,403.0247846,0.94687346,0.06142613,call,94.39309402,0.5899012,0.00145918,-115.0548519,put,122.8617444,-0.4100988,0.00145918,-88.54987934
0.01024522,40.8669928,42.3628355,0.4029818,0.03975272,call,1.68560485,0.81903872,0.15236452,-23.51442164,put,0.17312142,-0.18096128,0.15236452,-21.89050892
0.68416309,336.9419445,166.2770202,0.75854952,0.00065315,call,9.38712109,0.20862246,0.00275181,-21.90523354,put,179.9015121,-0.79137754,0.00275181,-21.68525724
0.50504585,195.6277804,397.6483466,0.96431706,0.03414133,call,218.9002249,0.91967722,0.0005472,-45.2429153,put,13.53537634,-0.08032278,0.0005472,-38.67810039
1.05137232,151.1076196,267.5924025,0.76956697,0.03616776,call,140.8962644,0.87838534,0.00095632,-23.68283979,put,18.77337222,-0.12161466,0.00095632,-18.42153335
1.38919307,400.8873142,434.4281291,0.03980775,0.02221672,call,45.78186062,0.9916623,0.00111517,-8.72072866,put,0.05731918,-0.0083377,0.00111517,-0.08501141
0.39284992,105.0310808,447.9649096,0.76187769,0.0913257,call,346.6605871,0.99959782,0.00000679,-9.63062666,put,0.02532313,-0.00040218,0.00000679,-0.37662601
1.93795411,158.5208385,167.7167584,0.53172775,0.07200187,call,60.49446002,0.73721978,0.00262706,-14.99339226,put,30.65301342,-0.26278022,0.00262706,-5.06611206
0.56824311,266.0357115,371.6483653,0.82772957,0.077201,call,148.2565102,0.82071358,0.00112874,-65.50970648,put,31.22544081,-0.17928642,0.00112874,-45.85299672
1.73832591,428.6158999,322.3248864,0.1356689,0.05934094,call,5.08334843,0.17691429,0.00450188,-7.38659099,put,69.36492817,-0.82308571,0.00450188,15.55499873
0.48964728,204.6742342,439.936198,0.27391526,0.03337071,call,238.5794268,0.99998499,0.00000078,-6.72487137,put,0.0002862,-0.00001501,0.00000078,-0.00544371
1.74029117,291.9590211,332.5879984,0.58837595,0.06330545,call,129.3031904,0.75737743,0.00121137,-30.95433043,put,58.21761093,-0.24262257,0.00121137,-14.39980153
0.6066637,196.1445989,398.7637757,0.55783265,0.08881228,call,214.7545077,0.97582315,0.00032798,-23.60057732,put,1.84687486,-0.02417685,0.00032798,-7.09426908
0.99230648,406.3612064,367.6198877,0.56843482,0.06678668,call,77.16601325,0.58831717,0.00186934,-50.10551892,put,89.84961023,-0.41168283,0.00186934,-24.70631099
0.37512349,283.4184055,328.7796042,0.69637168,0.02567992,call,78.93507539,0.72036639,0.00239903,-66.93281962,put,30.8567752,-0.27963361,0.00239903,-59.72443241
1.75330567,173.2024918,218.3666441,0.22870249,0.09566136,call,74.25762371,0.92927719,0.00204652,-14.86043774,put,2.34884434,-0.07072281,0.00204652,-0.85007888
1.78958836,109.8091049,214.7831811,0.01465556,0.01752782,call,108.3650606,1,0,-1.86527751,put,0,0,0,0
0.00645015,413.6137825,77.36233923,0.02961022,0.0854573,call,0,0,0,0,put,336.0235171,-1,0,35.32683894
1.79396965,352.8913744,205.7279519,0.9329049,0.08787883,call,75.54300395,0.62516828,0.0014749,-31.82791966,put,171.2361648,-0.37483172,0.0014749,-5.33938467
0.64649302,156.5798218,402.6373574,0.07164378,0.04003701,call,250.0583911,1,0,-6.10880598,put,0,0,0,0
0.91842249,134.3371783,172.5428105,0.12787956,0.07498501,call,47.17176305,0.99615683,0.00054054,-9.48280687,put,0.02598618,-0.00384317,0.00054054,-0.07990853
0.98223546,258.2922917,76.35323358,0.84257255,0.04283997,call,3.88038187,0.16071287,0.00382721,-8.27938758,put,175.1762726,-0.83928713,0.00382721,2.32989264
0.0348619,137.7963903,159.1841048,0.41614327,0.09735123,call,21.9812964,0.97377863,0.00491784,-23.74071621,put,0.12671444,-0.02622137,0.00491784,-10.37151853
0.93381578,71.95329539,27.16173997,0.33973774,0.06719139,call,0.01145326,0.00449892,0.00147579,-0.0702754,put,40.42706226,-0.99550108,0.00147579,4.47034065
1.82597644,187.0874558,165.2787378,0.5844875,0.0584159,call,49.76868562,0.64543711,0.00285072,-16.62608621,put,52.64897688,-0.35456289,0.00285072,-6.8029256
0.09804019,116.9575483,189.8073632,0.41065787,0.02655039,call,73.15420461,0.99994097,0.00000987,-3.12687945,put,0.00034444,-0.00005903,0.00000987,-0.02968335
0.44144023,45.72195971,460.7120603,0.94327358,0.04201434,call,415.8323711,0.99997199,0.00000041,-1.92398725,put,0.00208909,-0.00002801,0.00000041,-0.03830914
1.70755113,354.1011009,454.0833252,0.19603061,0.03844902,call,127.727091,0.91233125,0.00136908,-16.44142796,put,5.24355766,-0.08766875,0.00136908,-3.69173994
1.471853,414.0871581,371.6658983,0.40001028,0.01287131,call,58.48141945,0.52351218,0.002208,-26.15316276,put,93.13177375,-0.47648782,0.002208,-20.92334073
0.60266503,392.6517746,462.4302262,0.31176813,0.05347975,call,94.18682349,0.82381884,0.00231301,-39.37472477,put,11.95482664,-0.17618116,0.00231301,-19.04181758
0.5735432,423.2983513,259.8215419,0.25888398,0.08056181,call,0.26507727,0.01555129,0.00076683,-2.03889058,put,144.6280818,-0.98444871,0.00076683,30.52295005
0.79019879,292.6978913,458.7095245,0.4564705,0.08739213,call,192.3060501,0.93060195,0.00071658,-36.20815026,put,6.76366225,-0.06939805,0.00071658,-12.335491
1.93384175,357.7161408,45.77452383,0.80869845,0.03655588,call,1.91872355,0.11447644,0.00375837,-2.69649646,put,289.4453636,-0.88552356,0.00375837,9.48762171
0.53062653,395.2866767,274.7008047,0.88137913,0.0630727,call,39.16790939,0.42320795,0.00221997,-69.92923883,put,146.7432401,-0.57679205,0.00221997,-45.81804912
0.8835579,4.59856636,13.37021506,0.73438045,0.04829108,call,9.07940415,0.97459478,0.00641835,-0.50019921,put,0.11567103,-0.02540522,0.00641835,-0.28740542
0.87191358,208.05284,271.2525936,0.8715491,0.09649347,call,119.2496236,0.79848838,0.00127397,-44.99379772,put,39.26168872,-0.20151162,0.00127397,-26.53800668
1.38657068,98.02465688,437.8598772,0.8056977,0.08242764,call,353.5576903,0.98508705,0.00009071,-12.05522009,put,3.13557902,-0.01491295,0.00009071,-4.84793102
0.08249965,235.7621647,485.7329546,0.04278174,0.08285769,call,251.5769009,1,0,-19.4016305,put,0,0,0,0
0.42921242,128.7008904,249.0632119,0.27513165,0.03218583,call,122.1287437,0.99993578,0.00000581,-4.09861784,put,0.00070073,-0.00006422,0.00000581,-0.01310414
1.14767471,321.9017156,24.09774155,0.6123068,0.0143196,call,0.00053721,0.00016,0.0000389,-0.00428257,put,292.5575319,-0.99984,0.0000389,4.53008789
1.73161147,67.45819285,84.24317083,0.69156917,0.03183519,call,37.29107315,0.7763011,0.00389915,-7.51207989,put,16.888024,-0.2236989,0.00389915,-5.47971743
1.86090343,416.8071215,81.2526317,0.66247868,0.06078735,call,2.76816267,0.10893259,0.00254289,-4.05373072,put,293.7426457,-0.89106741,0.00254289,18.57296847
1.53713963,337.6009689,470.458969,0.57756508,0.05092131,call,205.0378754,0.82401309,0.00076791,-37.64776913,put,46.76250567,-0.17598691,0.00076791,-21.75097225
1.70630919,259.6565948,221.4437834,0.40632274,0.0604633,call,41.55905001,0.56349282,0.00335119,-18.59752087,put,54.31888014,-0.43650718,0.00335119,-4.43679705
0.88381795,95.95628018,18.6536835,0.16628584,0.02673876,call,0,0,0,0,put,75.06152445,-1,0,2.50582805
1.30194613,222.5901764,296.4967329,0.66676069,0.01799297,call,121.5686847,0.78466243,0.00129651,-27.33389809,put,42.50835963,-0.21533757,0.00129651,-23.42157146
1.14141461,87.23939673,121.9708606,0.15137445,0.04025678,call,38.69979336,0.9925992,0.00103762,-3.49274484,put,0.05041061,-0.0074008,0.00103762,-0.13849071
0.18109616,197.4363127,343.7774521,0.66212708,0.02891929,call,148.011494,0.9833175,0.00042828,-16.59063917,put,0.63904948,-0.0166825,0.00042828,-10.91074553
0.1140149,399.6087192,379.3706486,0.86983992,0.03438298,call,36.64735308,0.49331897,0.00357985,-200.0880302,put,55.32195517,-0.50668103,0.00357985,-186.4020469
0.15143698,499.2728097,484.6197973,0.75397022,0.05863419,call,52.14445454,0.5300685,0.00279771,-198.7644676,put,62.38385584,-0.4699315,0.00279771,-169.7488005
1.78826436,429.1507016,310.1691145,0.50288926,0.05248615,call,57.1627517,0.49720741,0.00191255,-28.36022406,put,137.6971651,-0.50279259,0.00191255,-7.85370019
1.3149694,102.8184026,417.087661,0.20464615,0.0642071,call,322.593884,1,0,-6.06717131,put,0,0,0,-0.00000001
1.75342536,19.41570213,415.2991286,0.63756797,0.06961024,call,398.1155761,0.99998633,0.00000017,-1.20178219,put,0.00125609,-0.00001367,0.00000017,-0.00554355
1.64861766,23.53723934,76.83030914,0.70992212,0.02203125,call,55.61994507,0.96354929,0.00114068,-2.10234982,put,1.48731582,-0.03645071,0.00114068,-1.60229156
0.44018486,407.7688348,393.745127,0.6857101,0.06858167,call,70.07756917,0.58585829,0.00217531,-90.30132172,put,71.97525596,-0.41414171,0.00217531,-63.16747624
0.83561213,19.67556309,242.3491854,0.40603101,0.03756411,call,223.2816268,1,0,-0.71625584,put,0,0,0,0
0.43560908,136.8610014,349.4157832,0.36866497,0.03465516,call,214.6058781,0.99997278,0.00000136,-4.68283986,put,0.00054522,-0.00002722,0.00000136,-0.01096215
1.88533578,158.2626391,276.2255898,0.64461329,0.07997204,call,159.6042995,0.89291125,0.0007544,-18.91992654,put,19.49121261,-0.10708875,0.0007544,-8.03473161
1.74465326,201.3278006,348.0860512,0.86723538,0.08157366,call,216.9507942,0.87999489,0.00050171,-30.14934287,put,43.48552741,-0.12000511,0.00050171,-15.90488636
0.34954588,295.5395297,315.3274369,0.24504583,0.0253216,call,30.9760135,0.71933605,0.00737702,-26.98188587,put,8.5838099,-0.28066395,0.00737702,-19.5642959
1.63828456,212.8460775,285.3367282,0.88185059,0.04909547,call,152.3862804,0.81468586,0.00082967,-30.1965416,put,63.44631341,-0.18531414,0.00082967,-20.55434933
1.52628155,430.5055818,110.9658557,0.37891777,0.06558115,call,0.10678541,0.00717831,0.00038356,-0.38429011,put,278.6413652,-0.99282169,0.00038356,25.15959821
0.02733287,38.79789608,179.5737682,0.5144727,0.05828583,call,140.8376326,1,0,-2.25776779,put,0,0,0,0
1.31763176,474.5176937,0.80903696,0.80175402,0.06917914,call,0,0,0,0,put,432.3678969,-1,0,29.96680986
0.44547087,47.2986987,208.5667095,0.35032358,0.01760109,call,161.637419,1,0,-0.82600656,put,0,0,0,-0.00000001
1.57268704,375.8131375,467.494035,0.62794353,0.00106864,call,179.906269,0.74955227,0.000864,-37.41105208,put,87.59429726,-0.25044773,0.000864,-37.01011779
0.42662181,66.19710347,106.1025333,0.23619585,0.04357493,call,41.12722779,0.99943422,0.00012171,-2.86689856,put,0.00256079,-0.00056578,0.00012171,-0.03549275
0.58800499,188.381994,492.9209334,0.70950168,0.07269736,call,314.4230018,0.98293669,0.00015771,-22.00958746,put,2.00109283,-0.01706331,0.00015771,-8.88778462
1.77409153,83.68068412,123.7455482,0.8190516,0.035521,call,67.69852131,0.83193538,0.00186076,-10.80954646,put,22.52303023,-0.16806462,0.00186076,-8.01865964
0.06792314,451.1552213,11.88967551,0.2903785,0.01890371,call,0,0,0,0,put,438.6866346,-1,0,8.51756325
1.7558633,82.48437068,171.0504728,0.21014916,0.0909594,call,100.7474599,0.99956873,0.00003253,-6.40902617,put,0.00575811,-0.00043127,0.00003253,-0.01378253
1.72022138,245.3706727,429.5960965,0.3729164,0.01267002,call,198.3375282,0.92424425,0.00067886,-11.22925051,put,8.82205228,-0.07575575,0.00067886,-8.18742539
1.49211794,441.8819595,403.6688605,0.02271491,0.09242862,call,18.90797553,0.95769815,0.00805083,-34.32305496,put,0.19485906,-0.04230185,0.00805083,1.25787514
0.8397936,390.3228307,242.4441886,0.51166091,0.02730666,call,12.43707744,0.23200777,0.00268409,-21.84803941,put,151.4667016,-0.76799223,0.00268409,-11.431262
1.63810583,364.1855722,391.1669339,0.52429975,0.02678502,call,119.8723682,0.69406802,0.00133625,-32.1635688,put,77.25723108,-0.30593198,0.00133625,-22.82760037
0.97046721,191.4022353,171.5181332,0.36117932,0.03547453,call,19.01624931,0.48658988,0.00653343,-14.82259892,put,32.42310714,-0.51341012,0.00653343,-8.26247167
1.27458406,280.4238844,398.1551695,0.40223713,0.02228975,call,142.2432886,0.85577682,0.00125602,-20.53205479,put,16.65722286,-0.14422318,0.00125602,-14.45655816
0.63270953,105.4342897,353.0330952,0.50174839,0.0709079,call,252.2415423,0.99958093,0.00001071,-7.30442022,put,0.01706085,-0.00041907,0.00001071,-0.15629281
1.78243761,490.6166929,257.832544,0.25003362,0.07610577,call,3.0683436,0.08786936,0.00185341,-5.34205762,put,173.6152481,-0.91213064,0.00185341,27.26009144
1.95020323,419.679932,298.8894644,0.81069351,0.04773035,call,107.3398778,0.63626025,0.00110951,-36.52505258,put,190.8279631,-0.36373975,0.00110951,-18.2740381
0.76450303,189.5390645,402.8205563,0.37654524,0.098955,call,227.2547291,0.99636515,0.00008198,-18.17130775,put,0.16329812,-0.00363485,0.00008198,-0.78203166
0.09481949,52.19073509,134.9619857,0.06518006,0.01485016,call,82.84468784,1,0,-0.7739501,put,0,0,0,0
1.84731747,216.6930772,327.3419258,0.64115933,0.08607266,call,173.8076442,0.86248718,0.0007708,-26.31699906,put,31.30347351,-0.13751282,0.0007708,-10.40752255
0.18126098,206.2231155,216.6325533,0.27276535,0.04139756,call,16.86985251,0.70771612,0.01365645,-29.48998111,put,4.91875667,-0.29228388,0.01365645,-21.0166676
0.6099986,203.5677006,254.6497062,0.71228387,0.05021221,call,83.06951463,0.76903393,0.00214846,-41.00407504,put,25.84687945,-0.23096607,0.00214846,-31.09082619
0.81745355,239.1340376,249.6461545,0.04194669,0.02925571,call,16.30589438,0.96277941,0.00858292,-7.02528875,put,0.14268656,-0.03722059,0.00858292,-0.19458032
0.36310585,88.5314165,426.1648126,0.40911644,0.01847939,call,338.2254512,1,0,-1.62506601,put,0,0,0,-0.00000003
1.03998715,315.5959845,319.2353749,0.67070225,0.00682101,call,87.62021071,0.64398264,0.00170674,-39.92651071,put,81.74997839,-0.35601736,0.00170674,-37.78904319
1.2371068,79.26292961,389.9221048,0.21214542,0.03300638,call,313.8304856,1,0,-2.51150898,put,0,0,0,0
1.81418066,257.3747128,496.4333113,0.35678189,0.03093535,call,258.0794284,0.95765141,0.00037832,-12.65736601,put,4.97421642,-0.04234859,0.00037832,-5.12992612
0.56011873,417.8005825,32.73817334,0.65884701,0.06839737,call,0.00000183,0.00000065,0.0000002,-0.00004839,put,369.3589264,-0.99999935,0.0000002,27.50233448
1.38664984,458.1236947,406.4097054,0.74237668,0.03960036,call,128.7003468,0.6416588,0.00105134,-53.08093741,put,155.9361477,-0.3583412,0.00105134,-35.90842051
0.33280762,277.6812522,346.9573948,0.10959909,0.02600137,call,71.66927509,0.99988834,0.00002001,-7.17132574,put,0.00059759,-0.00011166,0.00002001,-0.0134428
1.09905541,409.4193375,6.12426011,0.52235178,0.00409904,call,0,0,0,0,put,401.4547607,-1,0,1.67068412
0.41557203,53.77957694,55.55830643,0.10210694,0.00005227,call,2.4972977,0.70110646,0.09491623,-1.52918689,put,0.71739998,-0.29889354,0.09491623,-1.52637577
0.44641608,373.9176023,473.592277,0.19253833,0.00387182,call,100.9988229,0.97223518,0.00104721,-5.74529071,put,0.67841082,-0.02776482,0.00104721,-4.30004799
1.86321232,142.7027658,347.7594917,0.57766154,0.05057937,call,225.9444715,0.94985359,0.000377,-12.88626521,put,8.05366181,-0.05014641,0.000377,-6.31758915
0.79714917,157.3357601,238.6916618,0.30016169,0.09512131,call,93.48855806,0.97570433,0.00089202,-15.5497174,put,0.64362255,-0.02429567,0.00089202,-1.67658614
0.26232085,257.7722892,416.1405529,0.33631279,0.03450732,call,160.7291839,0.9982453,0.00007853,-9.557446,put,0.03809705,-0.0017547,0.00007853,-0.74256923
0.28954177,236.3902642,430.7449739,0.08554477,0.00800219,call,194.9017847,1,0,-1.8872629,put,0,0,0,0
0.62699683,149.8364687,292.7449534,0.43325828,0.05036491,call,148.0928834,0.98664891,0.00034108,-9.83200595,put,0.52669556,-0.01335109,0.00034108,-2.52008987
1.26765135,327.9497519,71.79719817,0.17652129,0.08364627,call,0,0,0,0,put,223.1587711,-1,0,24.67196802
0.71552237,95.25037713,239.2879765,0.68502129,0.08945433,call,151.4440162,0.97669905,0.00039732,-12.6969777,put,1.50078229,-0.02330095,0.00039732,-4.70470363
0.23897262,311.2105767,401.1460798,0.97200386,0.06046289,call,123.7246622,0.78879313,0.00151709,-126.9758182,put,29.32481538,-0.21120687,0.00151709,-108.4290538
1.42381893,204.4127236,467.5917688,0.16561727,0.07179028,call,283.0409873,0.99999922,0.00000004,-13.24905304,put,0.0000144,-0.00000078,0.00000004,-0.00009934
1.2422958,296.3476603,271.465784,0.48843773,0.01106369,call,50.59843027,0.55423191,0.00267446,-24.61486569,put,71.4350579,-0.44576809,0.00267446,-21.38092358
0.55959789,233.8262488,203.2069513,0.0891361,0.06897577,call,0.39349521,0.06775929,0.00966383,-2.50786848,put,22.15936924,-0.93224071,0.00966383,13.00980497
0.81520105,28.2377233,201.8067106,0.97699395,0.0516863,call,174.9698005,0.99671903,0.00005571,-2.43565847,put,0.23574181,-0.00328097,0.00005571,-1.03637323
0.75679119,242.3855848,76.97680428,0.81451792,0.08431135,call,2.45794023,0.12011153,0.00366989,-7.78576972,put,152.8841188,-0.87988847,0.00366989,11.38688242
1.19026951,383.7286623,361.1902599,0.32565816,0.09208101,call,58.824245,0.62390712,0.0029576,-35.79375646,put,41.52833115,-0.37609288,0.0029576,-4.12761807
1.45174873,424.8825668,343.6874342,0.00240817,0.00437854,call,0,0,0,0,put,78.50291795,-1,0,1.84857545
0.89379401,490.9725768,405.6718411,0.75786705,0.04001379,call,91.76296685,0.55638246,0.0013588,-69.57856541,put,159.8148002,-0.44361754,0.0013588,-50.62308467
0.43492918,132.2019378,125.6933781,0.63718427,0.07801388,call,20.05918719,0.56777546,0.00744381,-27.87632325,put,22.15731439,-0.43222454,0.00744381,-17.90681153
0.67476613,380.108734,420.1245419,0.2332638,0.02473875,call,58.88859017,0.75968839,0.00386446,-24.99594557,put,12.5803413,-0.24031161,0.00386446,-15.74819682
1.23073798,175.2789571,472.8258513,0.36183474,0.04512385,call,307.1721858,0.99753198,0.00004042,-8.01376014,put,0.15642695,-0.00246802,0.00004042,-0.5317708
0.44400073,84.1621454,287.7713853,0.80707704,0.00136958,call,203.9691833,0.99470756,0.00009828,-2.76345101,put,0.30878059,-0.00529244,0.00009828,-2.64825449
1.22986687,207.765314,84.05235749,0.29747838,0.0253013,call,0.05310745,0.00649808,0.00065805,-0.21817657,put,117.4005342,-0.99350192,0.00065805,4.87750058
0.94950667,234.3729011,331.591088,0.54928247,0.05362035,call,127.7563875,0.8439996,0.00134833,-30.52077085,put,18.90427271,-0.1560004,0.00134833,-18.57742936
1.34862764,284.1937365,386.7344489,0.73046482,0.02739526,call,173.179033,0.79697898,0.00086108,-38.05814843,put,60.3300928,-0.20302102,0.00086108,-30.55498296
1.61583941,153.3644176,429.1073034,0.73601968,0.04566026,call,299.2542665,0.95015646,0.00025625,-17.73308239,put,12.60354296,-0.04984354,0.00025625,-11.22847745
1.03934425,211.8551961,491.0199591,0.01570895,0.02078709,call,283.6927932,1,0,-4.30972924,put,0,0,0,0
