time,strike_price,stock_price,volatility,interest_rate,type_o1,price_o1,delta_o1,gamma_o1,theta_o1,type_o2,price_o2,delta_o2,gamma_o2,theta_o12
0.663173,267.51,390.53,0.5262,0.0237,call,140.3166259,0.87157469,0.00125347,-31.20786634,put,13.12498684,-0.12842531,0.00125347,-24.96674719
1.377656,13.82,7.97,0.6558,0.0579,call,1.23478214,0.4103689,0.06338118,-0.9836208,put,6.02523204,-0.5896311,0.06338118,-0.24479075
0.502185,62.84,330.74,0.9739,0.0149,call,268.6121872,0.99712973,0.00003852,-2.90962061,put,0.24373817,-0.00287027,0.00003852,-1.9802845
1.939055,382.89,262.87,0.7822,0.0974,call,94.55766927,0.64532048,0.00129984,-34.79013001,put,148.6819667,-0.35467952,0.00129984,-3.91488543
0.075249,293.36,80.18,0.8984,0.0385,call,0.0000005,0.00000015,0.00000004,-0.00010233,put,212.3313411,-0.99999985,0.00000004,11.26158429
0.654172,84.44,196.04,0.954,0.076,call,121.3503553,0.93844236,0.00080345,-18.81058117,put,5.65489643,-0.06155764,0.00080345,-12.70439605
1.362677,470.11,105.48,0.3147,0.0134,call,0.00052428,0.00006289,0.0000066,-0.00371824,put,356.1242738,-0.99993711,0.0000066,6.18177201
0.247865,245.08,181.59,0.5746,0.0468,call,4.89543375,0.19364989,0.00528504,-30.18619803,put,65.55891129,-0.80635011,0.00528504,-18.84873528
1.153195,331.73,89.73,0.4009,0.0331,call,0.03269589,0.00313632,0.00024651,-0.16772851,put,229.6089321,-0.99686368,0.00024651,10.40130791
1.591735,73.31,258.64,0.1016,0.0317,call,188.937302,1,0,-2.20957553,put,0,0,0,0
0.080534,85.61,497.39,0.3733,0.0025,call,411.7972346,1,0,-0.21398191,put,0,0,0,0
0.91726,259.36,344.08,0.425,0.0482,call,109.98481,0.8429273,0.00171636,-27.03007212,put,14.04779336,-0.1570727,0.00171636,-15.06958032
0.54628,84.14,424.46,0.3935,0.0768,call,343.7770099,1,0,-6.19645519,put,0.00000005,0,0,-0.00000155
1.579282,8.7,469.86,0.6234,0.0939,call,462.3590597,0.99999999,0,-0.70434276,put,0.00000049,-0.00000001,0,-0.00000442
1.068272,138.09,221.2,0.6625,0.0452,call,104.2127868,0.86454606,0.00143676,-19.36104686,put,14.59340792,-0.13545394,0.00143676,-13.41360278
0.588104,28.68,430.71,0.1374,0.0125,call,402.2400622,1,0,-0.35587422,put,0,0,0,0
1.758975,425.02,78.73,0.0247,0.0577,call,0,0,0,0,put,305.2703136,-1,0,22.15681809
1.247446,330.59,412.05,0.6191,0.0148,call,148.9765119,0.75521166,0.00110283,-38.28474938,put,61.46908906,-0.24478834,0.00110283,-33.48151923
1.395603,482.06,37.04,0.672,0.0594,call,0.02292576,0.00315727,0.00032579,-0.10650736,put,406.6922928,-0.99684273,0.00032579,26.24982904
1.094667,47.25,369.11,0.2552,0.0862,call,326.1146333,1,0,-3.70620061,put,0,0,0,0
0.775286,390.7,114.75,0.4364,0.0181,call,0.01756705,0.00153902,0.00011329,-0.14492266,put,270.5232885,-0.99846098,0.00011329,6.8282059
0.190828,311.02,177.54,0.9568,0.069,call,4.28430294,0.13546714,0.00293283,-43.67861711,put,133.6959049,-0.86453286,0.00293283,-22.49895658
1.475925,394.59,326.12,0.2596,0.0564,call,27.15467972,0.42753351,0.00381462,-20.00269765,put,64.10810276,-0.57246649,0.00381462,0.47464341
0.313539,230.52,270.75,0.404,0.0972,call,53.29317247,0.83119668,0.0041129,-41.29909307,put,6.14381967,-0.16880332,0.0041129,-19.56511016
0.966476,99.25,82.91,0.7762,0.021,call,20.15356062,0.56843815,0.0062127,-13.43152882,put,34.49948732,-0.43156185,0.0062127,-11.38915436
1.422242,12.39,38.99,0.172,0.0109,call,26.79059406,1,0,-0.13297359,put,0.00000001,0,0,-0.00000007
0.074053,96.17,92.67,0.2154,0.0979,call,1.07546335,0.31580045,0.06546853,-15.80262201,put,3.88077239,-0.68419955,0.06546853,-6.45558925
1.041479,465.28,405.82,0.106,0.0917,call,10.61440827,0.37182897,0.00861438,-20.83405563,put,27.69441086,-0.62817103,0.00861438,17.94587461
0.779282,41.41,9.28,0.6722,0.0066,call,0.02160509,0.01337528,0.00623033,-0.12189656,put,31.93916942,-0.98662472,0.00623033,0.15000736
0.769967,436.29,108.17,0.6394,0.0233,call,0.27021547,0.01488424,0.00061986,-1.51381225,put,320.6328644,-0.98511576,0.00061986,8.47099847
1.813857,455.38,170.3,0.6872,0.0831,call,22.49317406,0.33101787,0.0023005,-18.56926154,put,243.8557598,-0.66898213,0.0023005,13.97789933
1.337417,423.2,142.87,0.1536,0.0763,call,0.00000011,0.00000003,0.00000001,-0.00000161,put,239.2749411,-0.99999997,0.00000001,29.15765739
0.734078,104.76,442.82,0.0136,0.0292,call,340.2816431,1,0,-2.99412002,put,0,0,0,0
0.327689,78.02,271.5,0.3526,0.0618,call,195.0441061,1,0,-4.72497429,put,0,0,0,-0.00000005
1.512582,214.56,33.92,0.7053,0.0653,call,0.5368809,0.05717743,0.00389831,-1.2071821,put,160.9974269,-0.94282257,0.00389831,11.48586756
0.418,154.05,322.62,0.339,0.0597,call,172.369644,0.99983846,0.00000878,-9.01932013,put,0.00295728,-0.00016154,0.00000878,-0.04919733
0.109577,150.16,213.6,0.4513,0.05,call,64.33383299,0.99325004,0.00059138,-10.13891766,put,0.0733785,-0.00674996,0.00059138,-2.67194038
0.944221,345.59,491.26,0.0289,0.0732,call,168.7493612,1,0,-23.60777876,put,0,0,0,0
0.512648,441.84,332.42,0.7838,0.0662,call,44.54675056,0.4340911,0.00210924,-78.19849684,put,139.2234833,-0.5659089,0.00210924,-49.92469313
0.097709,68.51,347.68,0.5347,0.0501,call,279.5045521,1,0,-3.41558994,put,0,0,0,0
0.205523,300.08,289.54,0.0148,0.0156,call,0.00000023,0.00000062,0.00000162,-0.00001768,put,9.57943678,-0.99999938,0.00000162,4.66624553
1.744671,220.92,213.22,0.5223,0.0087,call,55.96812111,0.62381688,0.0025804,-16.67150113,put,60.34017719,-0.37618312,0.0025804,-14.77845024
1.777069,224.54,270.47,0.8505,0.0236,call,133.7043347,0.77876419,0.00096867,-27.44464104,put,78.55212615,-0.22123581,0.00096867,-22.36314116
1.854483,494.49,135.96,0.1533,0.0361,call,0.00000002,0,0,-0.00000021,put,326.5092611,-1,0,16.69514011
0.050597,129.18,361.07,0.919,0.0888,call,232.469108,0.99999983,0.00000001,-11.4204243,put,0.00000243,-0.00000017,0.00000001,-0.00066487
1.487233,490.08,107.2,0.3511,0.0618,call,0.01021836,0.00090152,0.00006669,-0.05257753,put,339.8544955,-0.99909848,0.00006669,27.5747588
0.382936,212.42,472.46,0.2641,0.0016,call,260.1701142,0.99999968,0.00000002,-0.33983187,put,0.00000479,-0.00000032,0.00000002,-0.00016804
0.360911,297.29,225.27,0.4936,0.0772,call,8.39415612,0.24406865,0.00469639,-32.62948415,put,72.24529448,-0.75593135,0.00469639,-10.30933227
0.81275,286.46,175.17,0.1292,0.0912,call,0.0010365,0.00020937,0.00003876,-0.01317653,put,90.82566377,-0.99979063,0.00003876,24.24553348
0.54152,71.87,253.62,0.4597,0.0373,call,183.1879178,0.99996194,0.00000186,-2.63936523,put,0.00080031,-0.00003806,0.00000186,-0.01221872
0.935694,17.14,2.81,0.3341,0.0554,call,0.00000001,0.00000007,0.0000004,-0.00000019,put,13.46414197,-0.99999993,0.0000004,0.90158728
1.407169,167.45,147.01,0.7481,0.0736,call,49.10608242,0.66046063,0.00280713,-20.50833033,put,53.07152035,-0.33953937,0.00280713,-9.3965381
1.125143,109.13,204.99,0.4946,0.0075,call,100.9065996,0.9305685,0.00124067,-7.05062201,put,4.12957286,-0.0694315,0.00124067,-6.23902471
0.393144,87.08,320.69,0.9037,0.0909,call,236.9399215,0.99594051,0.00006606,-10.26882583,put,0.27291109,-0.00405949,0.00006606,-2.63113608
1.308618,293.94,480.99,0.0981,0.0124,call,191.7812584,0.99999777,0.0000002,-3.58639499,put,0.00002456,-0.00000223,0.0000002,-0.00020629
0.966728,186.22,153.07,0.8078,0.0982,call,42.00924186,0.60635545,0.00316412,-29.17774761,put,58.29406867,-0.39364455,0.00316412,-12.54710362
0.548273,282.28,213.14,0.3292,0.0725,call,4.95840428,0.19279828,0.00527014,-15.59279976,put,63.09791484,-0.80720172,0.00527014,4.07496476
0.04772,499.16,327.51,0.4541,0.0115,call,0.00009469,0.00001377,0.00000187,-0.02071068,put,171.3762408,-0.99998623,0.00000187,5.71648
0.128712,315.79,265.68,0.6907,0.0901,call,11.03185309,0.29924263,0.00527522,-94.98843537,put,57.5008052,-0.70075737,0.00527522,-66.86381478
0.651064,364.09,301.35,0.8172,0.0185,call,59.15317721,0.5243741,0.00200395,-62.59441701,put,117.5341326,-0.4756259,0.00200395,-55.93939433
0.16856,362.33,193.01,0.1055,0.0805,call,0,0,0,0,put,164.436721,-1,0,28.77446104
0.37318,123.89,234.97,0.2564,0.0639,call,113.9994232,0.99999209,0.00000097,-7.73166696,put,0.00006341,-0.00000791,0.00000097,-0.00164306
0.212511,132.8,252.48,0.3883,0.0836,call,122.0193584,0.99992094,0.00000702,-10.93858014,put,0.00087842,-0.00007906,0.00000702,-0.03199706
0.938522,399.44,108.1,0.0693,0.0994,call,0,0,0,0,put,255.7619289,-1,0,36.16787573
0.624482,307.54,382.21,0.234,0.0021,call,78.74592974,0.89885,0.0025039,-10.57045136,put,3.67288237,-0.10115,0.0025039,-9.92546376
0.789864,309.61,139.29,0.4948,0.025,call,1.36126828,0.06037828,0.00195437,-4.81790576,put,165.6274909,-0.93962172,0.00195437,2.7709998
0.919136,5.88,422.28,0.4802,0.0485,call,416.6563627,1,0,-0.27274641,put,0,0,0,0
1.879418,63.91,321.22,0.7159,0.0001,call,260.0053987,0.98366425,0.00012925,-3.42303821,put,2.68338843,-0.01633575,0.00012925,-3.41664841
0.992422,365.6,412.57,0.5297,0.0082,call,107.9662027,0.69438346,0.00161038,-39.91878169,put,58.03307406,-0.30561654,0.00161038,-36.94515935
0.86805,86.86,414.01,0.403,0.0418,call,330.2453308,0.99999557,0.00000013,-3.50312996,put,0.00015307,-0.00000443,0.00000013,-0.00176039
0.561019,297.76,44.2,0.4614,0.0413,call,0.00000016,0.00000006,0.00000002,-0.00000492,put,246.7401887,-0.99999994,0.00000002,12.01582487
1.705118,354.3,223.25,0.1978,0.009,call,1.22111264,0.05484681,0.00192493,-1.97602488,put,126.8755094,-0.94515319,0.00192493,1.16411469
0.21495,250.99,153.76,0.4965,0.0061,call,0.27276616,0.02232344,0.00150127,-4.39402209,put,97.17388499,-0.97767656,0.00150127,-2.86498926
1.828539,237.83,262.23,0.0913,0.023,call,36.13735119,0.88365513,0.00604522,-6.23098255,put,1.94249024,-0.11634487,0.00604522,-0.98617435
0.324562,148.6,453.14,0.4478,0.0565,call,307.2402166,0.99999756,0.0000001,-8.24534917,put,0.00005961,-0.00000244,0.0000001,-0.00200804
1.081119,321,183.27,0.2634,0.0707,call,0.98336995,0.05150238,0.0021038,-3.0490533,put,115.0919507,-0.94849762,0.0021038,17.97561236
1.678586,27.55,293.52,0.6235,0.0787,call,269.3967221,0.99976406,0.00000373,-1.95549388,put,0.01738841,-0.00023594,0.00000373,-0.05562344
0.682984,409.06,339.01,0.3837,0.0913,call,26.38745072,0.40627148,0.00360818,-40.6913833,put,71.70892917,-0.59372852,0.00360818,-5.60191932
1.222312,283.78,7.5,0.1212,0.0759,call,0,0,0,0,put,251.1370711,-1,0,19.6305537
0.926807,92.01,146.61,0.144,0.0209,call,56.36603577,0.99982122,0.00003357,-1.89303206,put,0.00092806,-0.00017878,0.00003357,-0.00691381
0.109368,345.63,197.76,0.2676,0.0236,call,0,0,0,-0.00000012,put,146.97905,-1,0,8.13584146
0.353098,83.11,32.96,0.981,0.0903,call,0.79310173,0.10740906,0.00962036,-5.27697241,put,48.33496112,-0.89259094,0.00962036,1.99234549
0.739032,476.74,451.32,0.8561,0.0247,call,123.7482414,0.62488324,0.00114173,-89.13160087,put,140.5447329,-0.37511676,0.00114173,-77.56912353
1.277879,191.99,333.96,0.8647,0.0215,call,186.1629698,0.86063537,0.00067972,-30.51839407,put,38.98996207,-0.13936463,0.00067972,-26.50247374
0.489808,243.02,421.42,0.6725,0.0005,call,187.2749629,0.92005763,0.00074913,-30.18453243,put,8.81545363,-0.07994237,0.00074913,-30.06305218
0.069169,415.33,108.34,0.0931,0.084,call,0,0,0,0,put,304.5838482,-1,0,34.68560325
0.608701,195.56,369.98,0.9329,0.0358,call,197.1093229,0.89793091,0.00066152,-44.24056428,put,18.47387524,-0.10206909,0.00066152,-37.3904293
1.730557,263.24,310.34,0.9197,0.013,call,156.928987,0.77624717,0.00079625,-33.5245069,put,103.9729328,-0.22375283,0.00079625,-30.17851561
0.078611,138.56,454.77,0.679,0.0533,call,316.7893472,1,0,-7.35436916,put,0,0,0,-0.00000036
0.393997,156.43,368.7,0.3848,0.0237,call,213.7262508,0.99989597,0.00000461,-3.71838232,put,0.00234853,-0.00010403,0.00000461,-0.0454488
0.106704,384,398.02,0.4213,0.0386,call,30.10177031,0.64031793,0.00682793,-104.6713332,put,14.50341362,-0.35968207,0.00682793,-89.90985781
0.509949,41.73,123.26,0.8402,0.0344,call,82.79490541,0.98359428,0.00055298,-4.28787515,put,0.53925092,-0.01640572,0.00055298,-2.87732566
1.448709,188.69,433.71,0.8253,0.0696,call,286.4987064,0.92450196,0.00033023,-29.12167996,put,23.38080358,-0.07549804,0.00033023,-17.24847
0.666463,455.68,380.26,0.7857,0.0567,call,76.22605321,0.53885153,0.00162787,-79.95068046,put,134.7478997,-0.46114847,0.00162787,-55.07174977
0.434728,5.99,147.58,0.3876,0.0718,call,141.7740808,1,0,-0.416865,put,0,0,0,0
1.010168,316.67,320.54,0.7081,0.0347,call,94.64201294,0.66354801,0.00159969,-45.30227628,put,79.86412639,-0.33645199,0.00159969,-34.69233094
1.651679,327.54,435.03,0.2833,0.0058,call,126.7286275,0.83838604,0.00154625,-13.12344678,put,16.11586158,-0.16161396,0.00154625,-11.24182683
1.462973,34.12,244.04,0.2691,0.0951,call,214.3516418,1,0,-2.82336287,put,0,0,0,0
1.669122,368.08,279.21,0.7925,0.0453,call,92.48648503,0.62395589,0.0013276,-36.20340604,put,154.5516473,-0.37604411,0.0013276,-20.7436412
0.439899,146.48,315.63,0.1598,0.003,call,169.3431817,1,0,-0.43886045,put,0,0,0,0
0.193637,39.7,73.58,0.8661,0.0957,call,35.00721147,0.96842632,0.00253127,-8.60909089,put,0.39830294,-0.03157368,0.00253127,-4.87955744
1.582929,416.96,478.82,0.2375,0.0988,call,132.7096247,0.87196833,0.00146299,-37.59868743,put,10.48327849,-0.12803167,0.00146299,-2.36723444
1.169392,359.23,152.24,0.5418,0.0405,call,4.92578762,0.13752461,0.00246522,-9.03455301,put,195.2991116,-0.86247539,0.00246522,4.84128661
1.043876,1.28,452.85,0.849,0.0833,call,451.6766004,1,0,-0.09774419,put,0,0,0,0
1.897478,426.64,281.18,0.8782,0.0598,call,104.8043065,0.63832639,0.00110162,-38.0519546,put,204.4993616,-0.36167361,0.00110162,-15.2756263
1.316057,414.98,134.97,0.7864,0.0504,call,11.47720854,0.23564091,0.00252755,-15.26189928,put,264.8549012,-0.76435909,0.00252755,4.31082444
0.254114,4.41,483.23,0.1117,0.0159,call,478.8377823,1,0,-0.06983626,put,0,0,0,0
0.900721,216.18,470.12,0.5429,0.0658,call,269.8064825,0.96997514,0.00028109,-21.40728563,put,3.42633603,-0.03002486,0.00028109,-8.00120327
0.907866,85.79,134.84,0.3827,0.0786,call,56.22534474,0.94717848,0.00219121,-8.53676587,put,1.26683638,-0.05282152,0.00219121,-2.25808063
1.769682,437.27,284.52,0.6187,0.0296,call,57.19958317,0.48126951,0.00170173,-28.72617201,put,187.6338302,-0.51873049,0.00170173,-16.4435263
1.222136,185.77,137.75,0.7241,0.0003,call,29.57569939,0.51081007,0.0036166,-18.00305747,put,77.52760101,-0.48918993,0.0036166,-17.9473469
0.32244,220.49,420.69,0.3497,0.0703,call,205.1475869,0.99973668,0.00001172,-15.27171923,put,0.00584293,-0.00026332,0.00001172,-0.11867683
1.408591,263.37,161.31,0.4984,0.0892,call,18.3642407,0.37426003,0.00397155,-16.58246317,put,89.32727935,-0.62573997,0.00397155,4.13629188
0.156545,57.78,455.57,0.5035,0.0458,call,398.2027872,1,0,-2.62741834,put,0,0,0,0
1.979393,167.6,483.11,0.5689,0.0137,call,328.5598555,0.96052071,0.0002205,-10.18392353,put,8.56600224,-0.03947929,0.0002205,-7.94923232
0.304967,328.38,14.28,0.1848,0.0996,call,0,0,0,0,put,304.275515,-1,0,31.72812929
0.156374,219.23,404.93,0.1649,0.0078,call,185.9672356,1,0,-1.70790956,put,0,0,0,0
0.574614,399.89,46.24,0.1802,0.031,call,0,0,0,0,put,346.5898142,-1,0,12.17772424
1.073108,135.81,109.54,0.7254,0.0037,call,24.31711718,0.53781797,0.00482482,-15.35981102,put,50.04895272,-0.46218203,0.00482482,-14.85930523
0.170048,58.98,77.73,0.0176,0.0478,call,19.22746369,1,0,-2.79642124,put,0,0,0,0
1.634382,42.4,304.37,0.1058,0.0527,call,265.4691372,1,0,-2.05007547,put,0,0,0,0
0.252982,346.39,135.62,0.8497,0.0009,call,0.45257342,0.02385821,0.00096955,-6.44004946,put,211.143715,-0.97614179,0.00096955,-6.12836943
1.451437,63.17,442.91,0.3391,0.0901,call,387.4836566,0.99999994,0,-4.99393179,put,0.00000208,-0.00000006,0,-0.00001806
1.046567,484.1,318.56,0.8122,0.0497,call,66.01598688,0.48978741,0.00150671,-54.90579356,put,207.0194828,-0.51021259,0.00150671,-32.06548781
0.019638,300.59,316.6,0.4102,0.0174,call,17.86478804,0.82572653,0.01412664,-123.3681853,put,1.75209362,-0.17427347,0.01412664,-118.1397061
1.007328,368.67,465.35,0.9981,0.0608,call,221.1031436,0.78654631,0.00062417,-76.13651839,put,102.5212907,-0.21345369,0.00062417,-55.05301505
0.764282,346.16,403.47,0.4703,0.0485,call,101.1794926,0.74804373,0.00192354,-44.35995663,put,31.27304823,-0.25195627,0.00192354,-28.18212418
0.008181,486.53,43.46,0.1141,0.012,call,0,0,0,0,put,443.0222387,-1,0,5.83778686
1.736718,95.73,242.57,0.2332,0.0937,call,161.2187144,0.99989574,0.00000552,-7.62907872,put,0.00200257,-0.00010426,0.00000552,-0.00627563
0.80542,190.14,415.17,0.1484,0.0644,call,234.6409702,1,0,-11.62606955,put,0,0,0,-0.00000003
1.602105,109.25,178.63,0.3973,0.0299,call,79.35265193,0.90731842,0.00184755,-7.12614213,put,4.86262556,-0.09268158,0.00184755,-4.01235692
0.271578,210.12,175.68,0.4746,0.0035,call,6.53145269,0.27549274,0.00768608,-26.86276364,put,40.77182369,-0.72450726,0.00768608,-26.12804234
0.53906,358.74,405.95,0.5133,0.0304,call,87.04777978,0.71224956,0.00222925,-54.54022003,put,34.00686264,-0.28775044,0.00222925,-43.81178391
1.848434,273.47,433.86,0.9344,0.0807,call,273.1636624,0.86776997,0.00038835,-40.25063853,put,74.87724154,-0.13223003,0.00038835,-21.23985069
1.280186,368.81,383.36,0.9652,0.0938,call,176.9458464,0.75535131,0.0007503,-61.92793906,put,120.6643321,-0.24464869,0.0007503,-31.24797711
0.029862,355.36,460.56,0.3928,0.0278,call,105.4952903,0.99994476,0.00000724,-9.98856149,put,0.00040575,-0.00005524,0.00000724,-0.11775128
1.279971,120.02,433.37,0.7593,0.0929,call,330.5111385,0.98042261,0.00012772,-15.6821876,put,3.70549507,-0.01957739,0.00012772,-5.78235887
1.724927,348.15,201.9,0.0868,0.0279,call,0.00004057,0.00000853,0.00000167,-0.00030367,put,129.8919382,-0.99999147,0.00000167,9.25669027
0.543939,417.17,481.39,0.2892,0.0521,call,87.08357625,0.81880453,0.00256623,-40.86783416,put,11.20724878,-0.18119547,0.00256623,-19.74057182
1.371929,59.48,6.98,0.1629,0.0458,call,0,0,0,0,put,48.87760996,-1,0,2.55827854
0.091908,23.52,333.91,0.8615,0.0622,call,310.5240727,1,0,-1.45460468,put,0,0,0,0
1.202564,47.12,23.83,0.4851,0.0131,call,0.8697868,0.16207417,0.01935549,-1.33245817,put,23.42329415,-0.83792583,0.01935549,-0.72483422
0.916794,480.19,136.02,0.9375,0.0153,call,7.96177442,0.17341633,0.00209905,-17.30542289,put,345.443194,-0.82658367,0.00209905,-10.06085117
0.955816,354.89,146.41,0.4129,0.0194,call,0.50848053,0.02585328,0.00101708,-1.922038,put,202.4684522,-0.97414672,0.00101708,4.83633945
0.189576,132.89,180.49,0.1232,0.0205,call,48.11544923,1,0,-2.71367876,put,0.00000001,0,0,-0.00000047
1.612042,390.07,406.31,0.7257,0.013,call,152.3723037,0.7011502,0.00092712,-42.02548315,put,128.0428435,-0.2988498,0.00092712,-37.05973614
0.507937,479.48,244.19,0.0345,0.0003,call,0,0,0,0,put,235.2169419,-1,0,0.14382208
0.842357,325.4,276.07,0.7863,0.0399,call,65.23969096,0.57126621,0.00197038,-50.1127602,put,103.8147323,-0.42873379,0.00197038,-37.55842305
1.817983,457.74,95.22,0.3963,0.0902,call,0.13197309,0.00903093,0.00047916,-0.40681882,put,293.4221134,-0.99096907,0.00047916,34.63679584
0.16281,272.33,47.69,0.5894,0.0469,call,0,0,0,0,put,222.5684646,-1,0,12.67512199
0.286267,357.84,393.2,0.2359,0.0256,call,43.59004399,0.80723954,0.00551653,-30.74087349,put,5.61722238,-0.19276046,0.00551653,-21.64705772
1.183054,215.66,222.81,0.1856,0.0798,call,33.34718886,0.7673543,0.00679401,-16.79190563,put,6.76874764,-0.2326457,0.00679401,-1.13262724
1.69715,22.57,402.43,0.7422,0.0296,call,380.9935488,0.99978002,0.00000213,-0.72683549,put,0.02773851,-0.00021998,0.00000213,-0.09149548
0.087572,116.14,290.45,0.728,0.0823,call,175.1441071,0.99999448,0.00000041,-9.49861216,put,0.00007487,-0.00000552,0.00000041,-0.00893102
0.948934,472.96,134.51,0.5881,0.0157,call,0.74086005,0.02989422,0.0008804,-2.80612833,put,332.1968062,-0.97010578,0.0008804,4.50953703
0.396712,369.05,441.14,0.9062,0.0634,call,136.0912781,0.73958423,0.0012893,-115.0774799,put,54.83485991,-0.26041577,0.0012893,-92.2608608
1.727127,352.19,373.38,0.1133,0.0144,call,39.43046333,0.73691569,0.00586976,-8.64668945,put,9.58930241,-0.26308431,0.00586976,-3.69973017
0.347302,290.9,382.14,0.9223,0.0208,call,127.5550835,0.78435104,0.00140921,-91.10712523,put,34.22122833,-0.21564896,0.00140921,-85.09995742
1.352274,74.15,161.24,0.5032,0.0957,call,97.61428716,0.96720754,0.00077623,-8.13795902,put,1.52331925,-0.03279246,0.00077623,-1.90319665
1.875213,428.86,375.23,0.5717,0.0639,call,112.4759391,0.64574406,0.00126639,-37.43462727,put,117.6767847,-0.35425594,0.00126639,-13.12509623
1.829912,53.37,305.3,0.9744,0.0751,call,263.4312048,0.98153137,0.00011244,-7.6962371,put,4.64841701,-0.01846863,0.00011244,-4.20279447
1.106184,130.26,297.24,0.0753,0.0106,call,168.4984505,1,0,-1.36466043,put,0,0,0,0
0.030137,448.2,494.55,0.3618,0.0626,call,47.88628328,0.94826365,0.0034118,-80.97436763,put,0.69151694,-0.05173635,0.0034118,-52.96993001
1.251887,262.99,454.61,0.535,0.0913,call,232.9154459,0.91992709,0.00054668,-33.08652293,put,12.89061714,-0.08007291,0.00054668,-11.6688968
1.387096,147.56,99.73,0.8475,0.0358,call,27.98486444,0.56211163,0.00395899,-15.14625274,put,68.66628564,-0.43788837,0.00395899,-10.11952386
0.32434,480.04,28.07,0.4264,0.0877,call,0,0,0,0,put,438.5078166,-1,0,40.91887451
0.041804,144.28,338.11,0.2461,0.0312,call,194.0180595,1,0,-4.49566854,put,0,0,0,0
0.963294,499.84,31.8,0.9838,0.0091,call,0.07194815,0.00910868,0.00079997,-0.39346337,put,463.7495115,-0.99089132,0.00079997,4.11538245
0.515831,110.61,170.38,0.084,0.0635,call,63.33436569,1,0,-6.79739778,put,0,0,0,0
1.421914,452.35,336.21,0.6521,0.0587,call,77.8843909,0.54559736,0.001516,-42.63086624,put,157.8011256,-0.45440264,0.001516,-18.20422692
0.162933,192.6,325.62,0.229,0.0711,call,135.2383079,1,0,-13.5361396,put,0.00000001,0,0,-0.00000129
1.155937,46.92,461.26,0.4509,0.0839,call,418.6767587,0.99999987,0,-3.57279388,put,0.00000553,-0.00000013,0,-0.00005947
0.346461,259.24,307.77,0.2493,0.0873,call,57.83020804,0.9263161,0.00309229,-28.94219017,put,1.57661612,-0.0736839,0.00309229,-6.98480774
1.506277,69.43,339.3,0.655,0.0403,call,274.7942258,0.99287854,0.00007254,-4.29355079,put,0.83498909,-0.00712146,0.00007254,-1.66031803
0.300951,211.79,151.64,0.2359,0.031,call,0.04484,0.00724736,0.00102391,-0.68778746,put,58.22813764,-0.99275264,0.00102391,5.81673477
1.341886,429.8,395.91,0.6517,0.0802,call,120.0437394,0.65954572,0.00122656,-52.14121662,put,110.080999,-0.34045428,0.00122656,-21.1882464
0.424626,24.49,88.39,0.8033,0.0817,call,64.77908523,0.99728166,0.00018091,-2.36542405,put,0.0440478,-0.00271834,0.00018091,-0.4328136
1.616505,61.08,334.32,0.2103,0.0866,call,281.2190326,1,0,-4.59854378,put,0,0,0,0
1.7286,86.43,445.3,0.1403,0.0428,call,365.0336277,1,0,-3.43540074,put,0,0,0,0
0.112208,173.35,237.07,0.5682,0.0785,call,65.95588874,0.96296334,0.00179366,-29.01617601,put,0.7156702,-0.03703666,0.00179366,-15.52753817
1.837001,405.5,320.43,0.9821,0.0391,call,145.1024536,0.7063046,0.00080729,-43.14968674,put,202.0681141,-0.2936954,0.00080729,-28.39351641
0.418829,409.65,262.72,0.8607,0.0198,call,22.04855961,0.30710002,0.00240087,-62.54117943,put,165.5954554,-0.69289998,0.00240087,-54.4970949
1.155444,341.76,402.96,0.814,0.0889,call,172.778882,0.7713051,0.00085847,-58.45193622,put,78.21645278,-0.2286949,0.00085847,-31.03539218
1.070652,90.53,130.65,0.794,0.0961,call,63.30297409,0.83708113,0.00229366,-16.76775857,put,14.33154114,-0.16291887,0.00229366,-8.91844827
1.446535,184.83,347.36,0.3865,0.0185,call,171.456594,0.95024741,0.0006362,-8.66806935,put,4.04597352,-0.04975259,0.0006362,-5.33900583
0.500318,91.18,57.4,0.8326,0.0088,call,5.17553394,0.31423319,0.01049771,-12.10157731,put,38.55496923,-0.68576681,0.01049771,-11.30271828
1.072001,162.09,272.18,0.2251,0.0861,call,124.4449474,0.99689486,0.00014877,-12.92644462,put,0.06383036,-0.00310514,0.00014877,-0.2009608
1.041595,192.7,376.21,0.7004,0.0816,call,212.4835165,0.92105922,0.00054727,-29.93559596,put,13.27186882,-0.07894078,0.00054727,-15.49253042
1.184545,33.69,269.63,0.1769,0.0096,call,236.3209402,1,0,-0.31976697,put,0,0,0,0
1.099175,12.39,218.94,0.4361,0.0444,call,207.1401558,1,0,-0.52391309,put,0,0,0,-0.00000001
0.492355,431.54,241.07,0.3105,0.0577,call,0.12113471,0.00748258,0.00039349,-1.19942087,put,178.5040681,-0.99251742,0.00039349,23.00301339
0.241352,166.2,260,0.5359,0.039,call,96.26435289,0.96905598,0.00101986,-15.97170842,put,0.90729706,-0.03094402,0.00101986,-9.55063359
1.114479,412.34,350.93,0.9969,0.0855,call,133.9085535,0.67850431,0.00097017,-68.2783035,put,157.8414303,-0.32149569,0.00097017,-36.22752753
0.062253,170.1,485.79,0.7291,0.0204,call,315.9058833,1,0,-3.46564548,put,0.00000003,0,0,-0.0000095
